dataset_id,library_id,sample_id,rna_assay,tcr_assay,tcr_scope,active,notes
GSE243013,P67,P67,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P68,P68,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P69,P69,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P70,P70,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P71,P71,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P73,P73,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P74,P74,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P9,P9,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P90,P90,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P92,P92,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P93,P93,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243013,P96,P96,unknown,vdj,no;yes,true,Derived from selected H5AD obs because the sample-information manifest had no row.
GSE243572,GSM7791217,GSM7791217,10x 5',none,none,true,"peripheral blood; patient: SPFS_1_5, SPFS_1_10, SPFS_1_12, SPFS_1_17"
GSE243572,GSM7791218,GSM7791218,10x 5',none,none,true,"peripheral blood; patient: SPFS_1_5, SPFS_1_10, SPFS_1_12, SPFS_1_17"
GSE243572,GSM7791219,GSM7791219,10x 5',none,none,true,"peripheral blood; patient: SPFS_1_21, SPFS_1_23, SPFS_1_26, SPFS_3_2"
GSE243572,GSM7791220,GSM7791220,10x 5',none,none,true,"peripheral blood; patient: SPFS_1_21, SPFS_1_23, SPFS_1_26, SPFS_3_2"
GSE243572,GSM7791221,GSM7791221,10x 5',none,none,true,"peripheral blood; patient: SPFS_1_2, SPFS_1_27, SPFS_3_1, SPFS_3_5"
GSE243572,GSM7791222,GSM7791222,10x 5',none,none,true,"peripheral blood; patient: SPFS_1_2, SPFS_1_27, SPFS_3_1, SPFS_3_5"
GSE243572,GSM7791223,GSM7791223,10x 5',none,none,true,"peripheral blood; patient: SPFS_1_2, SPFS_1_27, SPFS_3_1, SPFS_3_5"
GSE243572,GSM7791224,GSM7791224,10x 5',none,none,true,"peripheral blood; patient: SPFS_1_2, SPFS_1_27, SPFS_3_1, SPFS_3_5"
GSE243572,GSM7791225,GSM7791225,10x 5',none,none,true,"peripheral blood; patient: SPFS_3_2, SPFS_3_4, SPFS_1_10, SPFS_1_26"
GSE243572,GSM7791226,GSM7791226,10x 5',none,none,true,"peripheral blood; patient: SPFS_3_2, SPFS_3_4, SPFS_1_10, SPFS_1_26"
GSE243572,GSM7791227,GSM7791227,10x 5',none,none,true,"peripheral blood; patient: SPFS_3_4, LPFS_1_28, LPFS_2_8, LPFS_3_6"
GSE243572,GSM7791228,GSM7791228,10x 5',none,none,true,"peripheral blood; patient: SPFS_3_4, LPFS_1_28, LPFS_2_8, LPFS_3_6"
GSE243572,GSM7791229,GSM7791229,10x 5',none,none,true,"peripheral blood; patient: SPFS_1_21, SPFS_3_7, LPFS_1_11, LPFS_1_6"
GSE243572,GSM7791230,GSM7791230,10x 5',none,none,true,"peripheral blood; patient: SPFS_1_21, SPFS_3_7, LPFS_1_11, LPFS_1_6"
GSE243572,GSM7791231,GSM7791231,10x 5',none,none,true,"peripheral blood; patient: LPFS_1_6, LPFS_1_11, LPFS_1_13, LPFS_1_19"
GSE243572,GSM7791232,GSM7791232,10x 5',none,none,true,"peripheral blood; patient: LPFS_1_6, LPFS_1_11, LPFS_1_13, LPFS_1_19"
GSE243572,GSM7791233,GSM7791233,10x 5',none,none,true,"peripheral blood; patient: LPFS_1_8, LPFS_1_18, LPFS_1_20, LPFS_3_8"
GSE243572,GSM7791234,GSM7791234,10x 5',none,none,true,"peripheral blood; patient: LPFS_1_8, LPFS_1_18, LPFS_1_20, LPFS_3_8"
GSE243572,GSM7791235,GSM7791235,10x 5',none,none,true,"peripheral blood; patient: LPFS_2_1, LPFS_2_2, LPFS_2_4, LPFS_2_6"
GSE243572,GSM7791236,GSM7791236,10x 5',none,none,true,"peripheral blood; patient: LPFS_2_1, LPFS_2_2, LPFS_2_4, LPFS_2_6"
GSE243572,GSM7791237,GSM7791237,10x 5',none,none,true,"peripheral blood; patient: LPFS_1_8, LPFS_1_18, LPFS_1_20, LPFS_3_8"
GSE243572,GSM7791238,GSM7791238,10x 5',none,none,true,"peripheral blood; patient: LPFS_1_8, LPFS_1_18, LPFS_1_20, LPFS_3_8"
GSE243572,GSM7791239,GSM7791239,10x 5',none,none,true,"peripheral blood; patient: LPFS_1_13, LPFS_1_19, LPFS_1_28, LPFS_2_4"
GSE243572,GSM7791240,GSM7791240,10x 5',none,none,true,"peripheral blood; patient: LPFS_1_13, LPFS_1_19, LPFS_1_28, LPFS_2_4"
GSE243572,GSM7791241,GSM7791241,10x 5',none,none,true,peripheral blood; patient: SPFS_1_2
GSE243572,GSM7791242,GSM7791242,10x 5',none,none,true,peripheral blood; patient: SPFS_1_5
GSE243572,GSM7791243,GSM7791243,10x 5',none,none,true,peripheral blood; patient: SPFS_1_10
GSE243572,GSM7791244,GSM7791244,10x 5',none,none,true,peripheral blood; patient: SPFS_1_12
GSE243572,GSM7791245,GSM7791245,10x 5',none,none,true,peripheral blood; patient: SPFS_1_17
GSE243572,GSM7791246,GSM7791246,10x 5',none,none,true,peripheral blood; patient: SPFS_1_21
GSE243572,GSM7791247,GSM7791247,10x 5',none,none,true,peripheral blood; patient: SPFS_1_23
GSE243572,GSM7791248,GSM7791248,10x 5',none,none,true,peripheral blood; patient: SPFS_1_26
GSE243572,GSM7791249,GSM7791249,10x 5',none,none,true,peripheral blood; patient: SPFS_1_27
GSE243572,GSM7791250,GSM7791250,10x 5',none,none,true,peripheral blood; patient: SPFS_3_1
GSE243572,GSM7791251,GSM7791251,10x 5',none,none,true,peripheral blood; patient: SPFS_3_2
GSE243572,GSM7791252,GSM7791252,10x 5',none,none,true,peripheral blood; patient: SPFS_3_4
GSE243572,GSM7791253,GSM7791253,10x 5',none,none,true,peripheral blood; patient: SPFS_3_5
GSE243572,GSM7791254,GSM7791254,10x 5',none,none,true,peripheral blood; patient: SPFS_3_7
GSE243572,GSM7791255,GSM7791255,10x 5',none,none,true,peripheral blood; patient: LPFS_1_6
GSE243572,GSM7791256,GSM7791256,10x 5',none,none,true,peripheral blood; patient: LPFS_1_8
GSE243572,GSM7791257,GSM7791257,10x 5',none,none,true,peripheral blood; patient: LPFS_1_11
GSE243572,GSM7791258,GSM7791258,10x 5',none,none,true,peripheral blood; patient: LPFS_1_13
GSE243572,GSM7791259,GSM7791259,10x 5',none,none,true,peripheral blood; patient: LPFS_1_18
GSE243572,GSM7791260,GSM7791260,10x 5',none,none,true,peripheral blood; patient: LPFS_1_19
GSE243572,GSM7791261,GSM7791261,10x 5',none,none,true,peripheral blood; patient: LPFS_1_20
GSE243572,GSM7791262,GSM7791262,10x 5',none,none,true,peripheral blood; patient: LPFS_1_28
GSE243572,GSM7791263,GSM7791263,10x 5',none,none,true,peripheral blood; patient: LPFS_2_1
GSE243572,GSM7791264,GSM7791264,10x 5',none,none,true,peripheral blood; patient: LPFS_2_2
GSE243572,GSM7791265,GSM7791265,10x 5',none,none,true,peripheral blood; patient: LPFS_2_4
GSE243572,GSM7791266,GSM7791266,10x 5',none,none,true,peripheral blood; patient: LPFS_2_6
GSE243572,GSM7791267,GSM7791267,10x 5',none,none,true,peripheral blood; patient: LPFS_2_8
GSE243572,GSM7791268,GSM7791268,10x 5',none,none,true,peripheral blood; patient: LPFS_3_6
GSE243572,GSM7791269,GSM7791269,10x 5',none,none,true,peripheral blood; patient: LPFS_3_8
GSE243905,GSM7798067,GSM7798067,10x 5',none,none,true,PBMC
GSE243905,GSM7798068,GSM7798068,10x 5',none,none,true,PBMC
GSE243905,GSM7798069,GSM7798069,10x 5',none,none,true,CSF
GSE243905,GSM7798070,GSM7798070,10x 5',none,none,true,CSF
GSE243905,GSM7798071,GSM7798071,10x 5',none,none,true,PBMC
GSE243905,GSM7798072,GSM7798072,10x 5',none,none,true,PBMC
GSE243905,GSM7798073,GSM7798073,10x 5',none,none,true,PBMC
GSE243905,GSM7798074,GSM7798074,10x 5',none,none,true,PBMC
GSE243905,GSM7798075,GSM7798075,10x 5',none,none,true,CSF
GSE243905,GSM7798076,GSM7798076,10x 5',none,none,true,CSF
GSE243905,GSM7798077,GSM7798077,10x 5',none,none,true,PBMC
GSE243905,GSM7798078,GSM7798078,10x 5',none,none,true,PBMC
GSE243905,GSM7798079,GSM7798079,10x 5',none,none,true,PBMC
GSE243905,GSM7798080,GSM7798080,10x 5',none,none,true,PBMC
GSE243905,GSM7798081,GSM7798081,10x 5',none,none,true,CSF
GSE243905,GSM7798082,GSM7798082,10x 5',none,none,true,CSF
GSE243905,GSM7798083,GSM7798083,10x 5',none,none,true,PBMC
GSE243905,GSM7798084,GSM7798084,10x 5',none,none,true,PBMC
GSE243905,GSM7798085,GSM7798085,10x 5',none,none,true,PBMC
GSE243905,GSM7798086,GSM7798086,10x 5',none,none,true,PBMC
GSE243905,GSM7798087,GSM7798087,10x 5',none,none,true,CSF
GSE243905,GSM7798088,GSM7798088,10x 5',none,none,true,CSF
GSE243905,GSM7798089,GSM7798089,10x 5',none,none,true,PBMC
GSE243905,GSM7798090,GSM7798090,10x 5',none,none,true,PBMC
GSE243905,GSM7798091,GSM7798091,10x 5',none,none,true,CSF
GSE243905,GSM7798092,GSM7798092,10x 5',none,none,true,CSF
GSE243905,GSM7798093,GSM7798093,10x 5',none,none,true,PBMC
GSE243905,GSM7798094,GSM7798094,10x 5',none,none,true,PBMC
GSE243905,GSM7798095,GSM7798095,10x 5',none,none,true,CSF
GSE243905,GSM7798096,GSM7798096,10x 5',none,none,true,CSF
GSE243905,GSM7798097,GSM7798097,10x 5',none,none,true,PBMC
GSE243905,GSM7798098,GSM7798098,10x 5',none,none,true,PBMC
GSE243905,GSM7798099,GSM7798099,10x 5',none,none,true,CSF
GSE243905,GSM7798100,GSM7798100,10x 5',none,none,true,CSF
GSE243905,GSM7798101,GSM7798101,10x 5',none,none,true,PBMC
GSE243905,GSM7798102,GSM7798102,10x 5',none,none,true,PBMC
GSE243905,GSM7798103,GSM7798103,10x 5',none,none,true,CSF
GSE243905,GSM7798104,GSM7798104,10x 5',none,none,true,CSF
GSE243905,GSM7798105,GSM7798105,10x 5',none,none,true,PBMC
GSE243905,GSM7798106,GSM7798106,10x 5',none,none,true,PBMC
GSE243905,GSM7798107,GSM7798107,10x 5',none,none,true,PBMC
GSE243905,GSM7798108,GSM7798108,10x 5',none,none,true,PBMC
GSE243905,GSM7798109,GSM7798109,10x 5',none,none,true,CSF
GSE243905,GSM7798110,GSM7798110,10x 5',none,none,true,CSF
GSE243905,GSM7798111,GSM7798111,10x 5',none,none,true,PBMC
GSE243905,GSM7798112,GSM7798112,10x 5',none,none,true,PBMC
GSE243905,GSM7798113,GSM7798113,10x 5',none,none,true,PBMC
GSE243905,GSM7798114,GSM7798114,10x 5',none,none,true,PBMC
GSE243905,GSM7798115,GSM7798115,10x 5',none,none,true,PBMC
GSE243905,GSM7798116,GSM7798116,10x 5',none,none,true,PBMC
GSE243905,GSM7798117,GSM7798117,10x 5',none,none,true,CSF
GSE243905,GSM7798118,GSM7798118,10x 5',none,none,true,CSF
GSE243905,GSM7798119,GSM7798119,10x 5',none,none,true,PBMC
GSE243905,GSM7798120,GSM7798120,10x 5',none,none,true,PBMC
GSE243905,GSM7798121,GSM7798121,10x 5',none,none,true,PBMC
GSE243905,GSM7798122,GSM7798122,10x 5',none,none,true,PBMC
GSE243905,GSM7798123,GSM7798123,10x 5',none,none,true,PBMC
GSE243905,GSM7798124,GSM7798124,10x 5',none,none,true,PBMC
GSE243905,GSM7798125,GSM7798125,10x 5',none,none,true,CSF
GSE243905,GSM7798126,GSM7798126,10x 5',none,none,true,CSF
GSE243905,GSM7798127,GSM7798127,10x 5',none,none,true,PBMC
GSE243905,GSM7798128,GSM7798128,10x 5',none,none,true,PBMC
GSE243905,GSM7798129,GSM7798129,10x 5',none,none,true,PBMC
GSE243905,GSM7798130,GSM7798130,10x 5',none,none,true,PBMC
GSE243905,GSM7798131,GSM7798131,10x 5',none,none,true,PBMC
GSE243905,GSM7798132,GSM7798132,10x 5',none,none,true,PBMC
GSE243905,GSM7798133,GSM7798133,10x 5',none,none,true,CSF
GSE243905,GSM7798134,GSM7798134,10x 5',none,none,true,CSF
GSE243905,GSM7798135,GSM7798135,10x 5',none,none,true,PBMC
GSE243905,GSM7798136,GSM7798136,10x 5',none,none,true,PBMC
GSE243905,GSM7798137,GSM7798137,10x 5',none,none,true,PBMC
GSE243905,GSM7798138,GSM7798138,10x 5',none,none,true,PBMC
GSE243905,GSM7798139,GSM7798139,10x 5',none,none,true,PBMC
GSE243905,GSM7798140,GSM7798140,10x 5',none,none,true,PBMC
GSE243905,GSM7798141,GSM7798141,10x 5',none,none,true,CSF
GSE243905,GSM7798142,GSM7798142,10x 5',none,none,true,CSF
GSE243905,GSM7798143,GSM7798143,10x 5',none,none,true,PBMC
GSE243905,GSM7798144,GSM7798144,10x 5',none,none,true,PBMC
GSE243905,GSM7798145,GSM7798145,10x 5',none,none,true,PBMC
GSE243905,GSM7798146,GSM7798146,10x 5',none,none,true,PBMC
GSE243905,GSM7798147,GSM7798147,10x 5',none,none,true,CSF
GSE243905,GSM7798148,GSM7798148,10x 5',none,none,true,CSF
GSE247531,__dataset_level_pending_curation__,,unknown,unknown,unknown,false,No row in sample_information_final_full.csv; curate before activation.
GSE252762,GSM8006467,GSM8006467,10x 5',vdj,unspecified_ab_or_gd,true,Duodenum (Second part); tissue: Duodenum (Second part)
GSE252762,GSM8006468,GSM8006468,10x 5',vdj,unspecified_ab_or_gd,true,Duodenum (Second part); tissue: Duodenum (Second part)
GSE252762,GSM8006469,GSM8006469,10x 5',vdj,unspecified_ab_or_gd,true,Duodenum (Second part); tissue: Duodenum (Second part)
GSE252762,GSM8006470,GSM8006470,10x 5',vdj,unspecified_ab_or_gd,true,Duodenum (Second part); tissue: Duodenum (Second part)
GSE252762,GSM8006471,GSM8006471,10x (unspecified),vdj,unspecified_ab_or_gd,true,Duodenum (Second part); tissue: Duodenum (Second part)
GSE252762,GSM8006472,GSM8006472,10x (unspecified),vdj,unspecified_ab_or_gd,true,Duodenum (Second part); tissue: Duodenum (Second part)
GSE252762,GSM8006473,GSM8006473,10x 5',vdj,unspecified_ab_or_gd,true,Duodenum (Second part) / PBMC; tissue: Duodenum (Second part) / PBMC
GSE252762,GSM8006474,GSM8006474,10x 5',vdj,unspecified_ab_or_gd,true,Duodenum (Second part) / PBMC; tissue: Duodenum (Second part) / PBMC
GSE252762,GSM8006475,GSM8006475,10x 5',vdj,unspecified_ab_or_gd,true,Duodenum (Second part); tissue: Duodenum (Second part)
GSE252762,GSM8006476,GSM8006476,10x 5',vdj,unspecified_ab_or_gd,true,Duodenum (Second part); tissue: Duodenum (Second part)
GSE252762,GSM8006477,GSM8006477,10x 5',vdj,unspecified_ab_or_gd,true,Duodenum (Second part); tissue: Duodenum (Second part)
GSE252762,GSM8006478,GSM8006478,10x 5',vdj,unspecified_ab_or_gd,true,Duodenum (Second part); tissue: Duodenum (Second part)
GSE252762,GSM8006479,GSM8006479,10x 5',vdj,unspecified_ab_or_gd,true,PBMC; tissue: PBMC
GSE252762,GSM8006480,GSM8006480,10x 5',vdj,unspecified_ab_or_gd,true,Duodenum (Second part); tissue: Duodenum (Second part)
GSE252762,GSM8006481,GSM8006481,10x 5',vdj,unspecified_ab_or_gd,true,Duodenum (Second part); tissue: Duodenum (Second part)
GSE253173,__dataset_level_pending_curation__,,unknown,unknown,unknown,false,No row in sample_information_final_full.csv; curate before activation.
GSE254176,GSM8035466,GSM8035466,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035467,GSM8035467,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035468,GSM8035468,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035469,GSM8035469,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035470,GSM8035470,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035471,GSM8035471,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035472,GSM8035472,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035473,GSM8035473,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035474,GSM8035474,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035475,GSM8035475,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035476,GSM8035476,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035477,GSM8035477,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035478,GSM8035478,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035479,GSM8035479,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035480,GSM8035480,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035481,GSM8035481,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035482,GSM8035482,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035483,GSM8035483,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035484,GSM8035484,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035485,GSM8035485,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035486,GSM8035486,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035487,GSM8035487,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035488,GSM8035488,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035489,GSM8035489,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035490,GSM8035490,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035491,GSM8035491,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035492,GSM8035492,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035493,GSM8035493,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035494,GSM8035494,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035495,GSM8035495,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035496,GSM8035496,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035497,GSM8035497,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035498,GSM8035498,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035499,GSM8035499,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035500,GSM8035500,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035501,GSM8035501,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035502,GSM8035502,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035503,GSM8035503,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035504,GSM8035504,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035505,GSM8035505,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035506,GSM8035506,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035507,GSM8035507,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035508,GSM8035508,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035509,GSM8035509,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035510,GSM8035510,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035511,GSM8035511,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035512,GSM8035512,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035513,GSM8035513,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035514,GSM8035514,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035515,GSM8035515,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035516,GSM8035516,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035517,GSM8035517,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035518,GSM8035518,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035519,GSM8035519,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035520,GSM8035520,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035521,GSM8035521,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254176,GSM8035522,GSM8035522,10x 5',vdj,unspecified_ab_or_gd,true,Peripheral blood mononuclear cell
GSE254249,GSM8036530,GSM8036530,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036531,GSM8036531,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036532,GSM8036532,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036533,GSM8036533,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036534,GSM8036534,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036535,GSM8036535,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036536,GSM8036536,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036537,GSM8036537,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036538,GSM8036538,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036539,GSM8036539,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036540,GSM8036540,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036541,GSM8036541,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036542,GSM8036542,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036543,GSM8036543,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036544,GSM8036544,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036545,GSM8036545,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036546,GSM8036546,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036547,GSM8036547,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036548,GSM8036548,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036549,GSM8036549,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036550,GSM8036550,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036551,GSM8036551,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036552,GSM8036552,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036553,GSM8036553,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036554,GSM8036554,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036555,GSM8036555,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036556,GSM8036556,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036557,GSM8036557,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036558,GSM8036558,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036559,GSM8036559,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036560,GSM8036560,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036561,GSM8036561,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036562,GSM8036562,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036563,GSM8036563,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036564,GSM8036564,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036565,GSM8036565,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036566,GSM8036566,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036567,GSM8036567,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036568,GSM8036568,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036569,GSM8036569,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036570,GSM8036570,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036571,GSM8036571,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036572,GSM8036572,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036573,GSM8036573,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036574,GSM8036574,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036575,GSM8036575,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036576,GSM8036576,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036577,GSM8036577,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036578,GSM8036578,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036579,GSM8036579,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036580,GSM8036580,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036582,GSM8036582,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036583,GSM8036583,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036584,GSM8036584,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036585,GSM8036585,10x 5',none,none,true,colorectum; tissue: colorectum
GSE254249,GSM8036586,GSM8036586,10x 5',none,none,true,colorectum; tissue: colorectum
